244.4159 243.4561 242.4964 240.8109 233.2664
230.3710 225.5744 233.2196 235.3865 217.2462
203.5763 204.6036 205.6744 208.1531 207.6541
215.7927 218.8439 231.9847 242.2419 249.0680
247.6415 240.8361 249.5781 244.7958 249.2202
251.9416 244.3046 236.4355 237.875 229.8053
228.0170 231.9853 245.4573 246.4871 239.6598
250.5507 248.0115 245.0398 242.1047 226.3292
222.1625 225.4755 223.4762 220.1532 218.6345
221.6181 231.3749 231.3174 224.1637 213.9251
208.8052 206.0390 203.3140 201.4434 199.5856
200.5448 216.9255 212.7829 209.7824 204.8833
195.6782 189.5733 192.5842 196.3210 197.2354
197.7213 197.7646 197.7200 197.2827 196.8453
189.0167 186.8025 190.7230 193.5165 196.3391
201.7816 197.3004 192.8192 188.338 187.0109
190.8214 194.6160 198.4105 197.305 189.5154
201.0701 201.5383 199.7794 198.0204 196.1861
194.2194 192.2526 190.7169 196.1814 196.2311
191.7702 193.8453 197.4229 200.7859 203.4351
209.2004 223.8522 226.9775 247.8914 256.6798
273.7464 275.2595 262.5463 274.9922 275.9829
270.1349 275.9854 273.5258 277.2680 268.8048
273.0824 269.2963 264.5376 266.3761 273.4967
261.9640 264.5034 257.6463 254.3963 251.7238
248.4729 243.6275 235.9353 232.0238 234.8991
231.8998 230.4846 235.6128 231.8902 226.5642
226.7578 227.8858 229.0139 230.1420 231.2701
231.5792 230.3872 229.1952 227.1555 221.8298
215.1904 208.5511 212.7540 216.5635 214.4749
228.1968 238.1086 238.7409 233.0837 228.5763
224.7919 220.8851 217.5588 220.6177 223.6766
226.7355 228.9124 228.0860 226.9893 220.6488
214.3083 207.9678 201.6273 195.2868 191.6135
193.1606 195.0356 197.7934 200.6962 203.5989
206.5016 209.4044 221.1147 214.4636 207.8125
201.1615 194.5104 196.0222 210.7401 211.8842
192.1897 188.9063 191.0343 196.1959 201.3576
206.5192 209.1 209.1 209.1 209.1
209.1 209.1 208.3730 206.8296 205.2755
202.5495 199.8235 197.0975 194.3715 191.6331
188.5636 189.5737 190.5838 191.5939 190.8467
190.0889 189.3311 184.5211 186.5167 188.0133
188.3742 188.8333 194.4988 210.0374 224.5689
237.5473 237.5351 245.0478 264.1827 265.3210
264.1563 261.2 261.4402 263.1756 269.7631
271.6043 275.7033 276.7905 277.7364 280
